"name","guess","confidence","female","male","source"
"Tomofumi Takuwa JP","female",0.777777777777778,7,2,"bing"
"Jeffrey Scott Morris US","male",0.875,1,7,"bing"
"Yihan ZHANG CN","female",0.666666666666667,2,1,"bing"
"Suresh Babu Radhakrishnan IN","male",0.833333333333333,1,5,"bing"
"Atsushi Niimi JP","male",0.75,1,3,"bing"
"N. Taylor Thompson US","male",0.5,1,1,"bing"
"Matthew A. Parker US","male",0.916666666666667,1,11,"bing"
"Klaus Steinmaier DE","male",0.5,1,1,"bing"
"Choong Hoon Lee KR","male",0.5,1,1,"bing"
"Beatrice M. GOODING US","female",0.833333333333333,5,1,"bing"
"Francisco Javier Antonanzas Gonzalez ES","male",0.5,1,1,"bing"
"Guido Wollmann US","male",0.5,1,1,"bing"
"Greg Matthew Davison US","male",0.666666666666667,1,2,"bing"
"Ruddy Wattiez BE","male",0.833333333333333,1,5,"bing"
"Yu-Ming Chen TW","male",0.75,1,3,"bing"
"Martin A. Clements US","male",0.888888888888889,1,8,"bing"
"Christine Ellen Bulawa US","female",0.666666666666667,2,1,"bing"
"Karen Shaw US","female",0.567567567567568,21,16,"bing"
"Serge Bunel FR","male",0.5,1,1,"bing"
"Mon-Chin Tsai CN","male",0.888888888888889,1,8,"bing"
"Chris CHUMSAE US","male",0.666666666666667,1,2,"bing"
"John L. Lahti US","male",0.75,1,3,"bing"
"David R. COLES GB","male",0.909090909090909,1,10,"bing"
"Tetsuya Ochiai JP","male",0.9,1,9,"bing"
"John Keeling US","male",0.8,1,4,"bing"
"Yoichi Tobiyama JP","male",0.5,1,1,"bing"
"KAIQI SHI CN","male",0.5,1,1,"bing"
"James E. Clayton US","male",0.875,1,7,"bing"
"Mark P. Ridgill GB","male",0.5,1,1,"bing"
"Marshall MEDOFF US","male",0.928571428571429,1,13,"bing"
"Tomoyuki Furuta JP","female",0.714285714285714,5,2,"bing"
"Klaus Mayer DE","male",0.833333333333333,1,5,"bing"
"Darren Hillyer GB","female",0.555555555555556,5,4,"bing"
"Jeffrey Bailey US","male",0.888888888888889,1,8,"bing"
"Akira OHIRA JP","male",0.928571428571429,1,13,"bing"
"Seong Cheol Bu KR","male",0.933333333333333,1,14,"bing"
"HANS GEORG RAMMENSEE DE","male",0.875,1,7,"bing"
"Gi-cheul Kim KR","male",0.833333333333333,1,5,"bing"
"Johannes Theodorus den Dunnen NL","male",0.75,1,3,"bing"
"Tove BOLKEN US","female",0.8,4,1,"bing"
"Yusuke MASUMOTO US","male",0.5,1,1,"bing"
"Dongmei CAI CN","male",0.5,1,1,"bing"
"Hidekazu Miyauchi JP","male",0.5,1,1,"bing"
"Jan JORNA ZA","male",0.857142857142857,1,6,"bing"
"Holger Rukwid FR","male",0.5,1,1,"bing"
"Florian Hermes DE","male",0.5,1,1,"bing"
"Reto Brun CH","male",0.8,1,4,"bing"
"Yong BAI US","male",0.666666666666667,1,2,"bing"
"Pierre Francois FR","male",0.956521739130435,1,22,"bing"
"Keith Heaton GB","male",0.75,1,3,"bing"
"SOO-JUNG KIM KR","female",0.535714285714286,15,13,"bing"
"Omar Hassad US","male",0.952380952380952,1,20,"bing"
"Norman K. Bucknor US","male",0.75,1,3,"bing"
"Dipl-Ing Hans-Ulrich Fritz DE","male",0.5,1,1,"bing"
"O. BURAK OZDOGANLAR US","male",0.9,1,9,"bing"
"Nobuki ITOI JP","female",0.777777777777778,7,2,"bing"
"Paul H. Counts US","male",0.875,1,7,"bing"
"Bryant Yang US","male",0.857142857142857,1,6,"bing"
"Kazuhisa Ozaki JP","male",0.666666666666667,1,2,"bing"
"Tobias Josef Brown GB","male",0.909090909090909,1,10,"bing"
"ANDY EIFERT US","male",0.5,1,1,"bing"
"Joseph M. Johnson US","male",0.916666666666667,1,11,"bing"
"Toan K. Ly US","male",0.75,1,3,"bing"
"Kathleen M. Campbell US","female",0.8,4,1,"bing"
"Eyal Zylberberg IL","male",0.666666666666667,1,2,"bing"
"Lishu ZHANG US","male",0.5,1,1,"bing"
"Hanns-Martin SCHMIDT DE","male",0.916666666666667,1,11,"bing"
"Kazuhisa Kanefuji JP","female",0.714285714285714,5,2,"bing"
"James S. Jensen US","male",0.9375,1,15,"bing"
"Ding YUAN CN","male",0.9,2,18,"bing"
"Alexis M. KALERGIS CL","male",0.8,1,4,"bing"
"Deyi Zhang CN","female",0.666666666666667,2,1,"bing"
"Gerhard Merkt DE","male",0.5,1,1,"bing"
"Kazuki SHIMANE JP","female",0.857142857142857,6,1,"bing"
"Jungjoo PARK KR","female",0.8,8,2,"bing"
"Bernhard Freiermuth DE","male",0.5,1,1,"bing"
"Andreas Vegge DK","male",0.833333333333333,1,5,"bing"
"Glen Andrew Feder US","male",0.8,1,4,"bing"
"Andrew DeMiglio US","male",0.8,1,4,"bing"
"SCOTT J. DYLLA US","male",0.9,1,9,"bing"
"Istvan Jozsef Merchenthaler US","male",0.857142857142857,1,6,"bing"
"Anthony Ginnetti US","male",0.777777777777778,2,7,"bing"
"Michael KOLB US","male",0.888888888888889,1,8,"bing"
"Myeong Hoon HAN KR","male",0.571428571428571,3,4,"bing"
"Jean-Hilaire Saurat CH","male",0.8,1,4,"bing"
"Martin Schmidt DE","male",0.75,1,3,"bing"
"Dolores J. SCHENDEL DE","male",0.625,3,5,"bing"
"Akihiro NAKANIWA JP","male",0.5,1,1,"ask"
"Fei Feng CN","male",0.5,1,1,"ask"
"Chris W Mann US","male",0.5,2,2,"ask"
"Urs BAETTIG CH","male",0.5,1,1,"ask"
"Koji Ogawa JP","male",0.8,1,4,"ask"
"Hiromasa Horikiri JP","male",0.5,1,1,"ask"
"Peter Blomgren US","male",0.666666666666667,1,2,"ask"
"Martin C. Maxwell US","male",0.666666666666667,1,2,"ask"
"Guifu Dai CN","male",0.5,1,1,"ask"
"Okuzono Kenji JP","male",0.5,1,1,"ask"
"Sami HADDADIN DE","male",0.5,1,1,"ask"
"Michael Seewald DE","male",0.5,1,1,"ask"
"Kelly Dodge US","male",0.5,1,1,"ask"
"Daniel Roettger BE","male",0.666666666666667,1,2,"ask"
"Ingrid Vivika Petterson DK","male",0.5,1,1,"ask"
"Andrew Elliot ROACH CA","male",0.5,1,1,"ask"
"Aldo Frulla IT","male",0.666666666666667,1,2,"ask"
"Marc Chaigneau FR","male",0.5,1,1,"ask"
"Ruslan Burtovyy US","male",0.5,1,1,"ask"
"David C. Lueneburg US","male",0.666666666666667,1,2,"ask"
"Patrik Schober DE","male",0.5,1,1,"ask"
"Way-Jone Hsiao TW","male",0.5,2,2,"ask"
"Ivars Kalvins LV","male",0.5,1,1,"ask"
"Mursel Ayva GB","female",0.666666666666667,2,1,"ask"
"Peter Zurcher US","male",0.75,1,3,"ask"
"Adam Ahmed Abdallah Seliman SA","male",0.5,1,1,"ask"
"JOSEPH JAY JACKSON US","male",0.909090909090909,1,10,"ask"
"Keiichi Fukatsu JP","male",0.75,1,3,"ask"
"Mathias Hoernig DE","female",0.666666666666667,2,1,"ask"
"Toshihiro Yudate JP","male",0.5,1,1,"ask"
"Christopher R. Cogle US","male",0.857142857142857,1,6,"ask"
"Richard J. PAOLINI US","male",0.8,1,4,"ask"
"Baohua HUANG CN","male",0.5,1,1,"ask"
"STEFAN PEANA US","male",0.5,1,1,"ask"
"Mark Schultz US","male",0.75,1,3,"ask"
"Atsuo Kuki US","male",0.666666666666667,1,2,"ask"
"Atsushi CHIBA JP","male",0.5,1,1,"ask"
"Jonathan Todd Hujsak US","male",0.5,1,1,"ask"
"Kit Yee Tsang NZ","male",0.5,1,1,"ask"
"Kevin Joseph Favero US","male",0.5,1,1,"ask"
"Zhengwei Li CN","male",0.5,1,1,"ask"
"Carl D Michel US","male",0.75,1,3,"ask"
"Armand Albergel FR","male",0.5,1,1,"ask"
"Alain Bezian FR","male",0.5,1,1,"ask"
"Shigeyoshi UMEDA JP","male",0.5,1,1,"ask"
"Chao Yuan CN","male",0.75,1,3,"ask"
"John J. Marra US","male",0.5,1,1,"ask"
"Gema Malet Engra ES","female",0.75,3,1,"ask"
"Stephen Paul WREN GB","male",0.666666666666667,1,2,"ask"
"Tomohide Kudo JP","male",0.5,1,1,"ask"
"Mitsuo Sasaki JP","male",0.5,1,1,"ask"
"Robert S. Bainbridge GB","male",0.666666666666667,1,2,"ask"
"Philip Charles DELL'ORCO US","male",0.5,1,1,"ask"
"Paul Pay GB","male",0.833333333333333,1,5,"ask"
"Shin Yanagisawa JP","male",0.833333333333333,1,5,"ask"
"Dirk Foerstner DE","male",0.5,1,1,"ask"
"Dana Ekstein IL","male",0.5,1,1,"ask"
"Kevin James DOYLE GB","male",0.5,2,2,"ask"
"Nigel James Parr GB","male",0.666666666666667,1,2,"ask"
"Frank A. Bernard US","male",0.833333333333333,1,5,"ask"
"Guenter Schelkle DE","male",0.5,1,1,"ask"
"Andrea Hitzfeld CH","male",0.5,1,1,"ask"
"Emmaruel Severin FR","male",0.8,1,4,"ask"
"Michael L. CORMAN US","male",0.5,2,2,"ask"
"Peter Ohman SE","male",0.5,1,1,"ask"
"Juergen STEINWANDEL DE","male",0.5,1,1,"ask"
"Michael Bahriz FR","male",0.5,1,1,"ask"
"Eric S. Flessner US","male",0.75,1,3,"ask"
"Warren S. Dabney US","male",0.5,1,1,"ask"
"Angela GOODENOUGH US","female",0.8,4,1,"ask"
"James E. Dvorsky US","male",0.666666666666667,1,2,"ask"
"NICO MARIS ADRIAAN DE WILD NL","male",0.5,1,1,"ask"
"Zhang Song CN","male",0.75,1,3,"ask"
"Shinji Narisawa JP","male",0.5,1,1,"ask"
"Christopher J. Brenner US","male",0.5,1,1,"ask"
"Fumio Munakata JP","male",0.666666666666667,1,2,"ask"
"Paul Clark Stearns US","male",0.666666666666667,1,2,"ask"
"Derek LONDESBROUGH GB","male",0.5,1,1,"ask"
"Nicolay Bang NO","male",0.5,1,1,"ask"
"Seyoung LIM KR","female",0.75,3,1,"ask"
"Meilling WANG CN","female",0.666666666666667,2,1,"ask"
"Darrell W. Burleigh US","male",0.5,1,1,"ask"
"Florian Anders F¿ger DK","male",0.5,1,1,"ask"
"Yousif Al Ali AE","male",0.75,1,3,"ask"
"Tek Sutikno US","male",0.833333333333333,1,5,"ask"
"RODNEY ALLEN LAWRENCE US","male",0.6,2,3,"ask"
"Nathan Patrick Green US","male",0.5,1,1,"ask"
"Guillaume BARBE US","male",0.666666666666667,1,2,"ask"
"Joshua Kessler US","male",0.666666666666667,1,2,"ask"
"Suresh Goyal US","male",0.666666666666667,1,2,"ask"
"William Cary Cole US","male",0.666666666666667,1,2,"ask"
"Vijay OJHA IN","male",0.833333333333333,1,5,"ask"
"Wie-Jong Kwak KR","male",0.75,1,3,"ask"
"Jae-Choon Cho KR","male",0.666666666666667,1,2,"ask"
"Baptiste Edeline FR","male",0.5,1,1,"ask"
"David Sanchez US","male",0.8,1,4,"ask"
"Kelvin K.C. Sham US","male",0.5,1,1,"ask"
"Sydney Furan HUANG US","male",0.75,1,3,"ask"
"Thierry DUPONT FR","male",0.5,1,1,"ask"
"Jon C. Garza US","male",0.666666666666667,1,2,"ask"
"Sergio CECCHETTI IT","male",0.5,1,1,"ask"
"Yan LIU CN","female",0.75,3,1,"ask"
"Patrick A. Hartman US","male",0.666666666666667,1,2,"ask"
"Ravi F. Saraf US","male",0.5,1,1,"ask"
"Takuya Hiruma JP","male",0.8,1,4,"ask"
"Begoña Duarte Lopez ES","male",0.75,1,3,"ask"
"Jose Vicente García Ortiz ES","male",0.75,1,3,"ask"
"Jerry A. Rogers US","male",0.5,1,1,"ask"
"David MENHEERE CA","female",0.75,3,1,"ask"
"Jorg Digele DE","male",0.666666666666667,1,2,"ask"
"Ronald F. Kline US","male",0.5,1,1,"ask"
"Felix Wilson US","male",0.833333333333333,1,5,"ask"
"Robert David Schultz US","male",0.5,1,1,"ask"
"Hiroyuki Nakano JP","male",0.666666666666667,1,2,"ask"
"Raji Rexavier US","female",0.666666666666667,2,1,"ask"
"Carina PIMENTEL ITAPEMA ALVES BR","male",0.5,1,1,"ask"
"MATTHEW VANCE US","male",0.916666666666667,1,11,"ask"
"Jean Beguinot FR","male",0.5,1,1,"ask"
"Godhuli Nandi IN","male",0.5,1,1,"ask"
"PAUL RONALD ST. JOHN US","male",0.5,1,1,"ask"
"Andreas Binder DE","male",0.833333333333333,1,5,"ask"
"Thomas Buckel DE","male",0.75,1,3,"ask"
"Christian Riondet FR","male",0.5,1,1,"ask"
"Tadashi Takumi JP","male",0.909090909090909,1,10,"ask"
"Ronald J. Pardini US","male",0.666666666666667,1,2,"ask"
"Stephen M. Bortoli US","male",0.75,1,3,"ask"
"Jose M. Castro US","male",0.75,1,3,"ask"
"Steven Ray Long US","male",0.875,1,7,"ask"
"Derek Helmer US","male",0.5,1,1,"ask"
"Luke A. Esposito US","male",0.666666666666667,1,2,"ask"
"Patrick John Trotter GB","male",0.75,1,3,"ask"
"Thierry Kogej SE","male",0.5,1,1,"ask"
"Xuefeng Zhu US","male",0.666666666666667,1,2,"ask"
"Steven C. Shanks US","male",0.666666666666667,1,2,"ask"
"Frederick Huscher US","male",0.923076923076923,1,12,"ask"
"Martin Edward Mäntylä NOBLE GB","male",0.5,1,1,"ask"
"Masakazu Taguchi JP","male",0.75,1,3,"ask"
"Pierre-Alain Francis Claude SEBRECHT FR","male",0.5,1,1,"ask"
"Richard L. Conaway US","male",0.666666666666667,1,2,"ask"
"Frank Tabellion DE","male",0.5,1,1,"ask"
"Sebastian Bocker DE","male",0.5,1,1,"ask"
"Rasik Patel CA","male",0.857142857142857,1,6,"ask"
"Eriko Matsuura JP","female",0.666666666666667,2,1,"ask"
"Gerard Pieroni FR","female",0.666666666666667,2,1,"ask"
"Stephen Lee Godinich US","male",0.8,1,4,"ask"
"Wolfgang Uebel DE","male",0.5,1,1,"ask"
"Fengze Dai CN","male",0.666666666666667,1,2,"ask"
"Axel Kuhnle DE","male",0.5,1,1,"ask"
"Guenter Goerg DE","male",0.666666666666667,1,2,"ask"
"Gregg Barcan US","male",0.5,1,1,"ask"
"Kwang Won Seo KR","male",0.5,1,1,"ask"
"Tadashi OHYAMA JP","male",0.666666666666667,1,2,"ask"
"Zhimin Zhang CN","male",0.8,1,4,"ask"
"Mitsuhiro Nishida JP","male",0.5,1,1,"ask"
"Xiang WU CN","male",0.666666666666667,2,4,"ask"
"Robert Adamson CA","male",0.8,1,4,"ask"
"Joon-Goo JUNG KR","male",0.8,1,4,"ask"
"Hans HOGLUND SE","male",0.75,1,3,"ask"
"Syunsuke KONO JP","male",0.5,1,1,"ask"
"Marina Gaeta US","male",0.5,1,1,"ask"
"Jacques ROBERGE US","male",0.8,1,4,"ask"
"Keiji Itaka JP","male",0.5,1,1,"ask"
"Daisuke Kato JP","male",0.75,1,3,"ask"
"Urbain Alfons C. Delaet BE","male",0.5,1,1,"ask"
"Louis-Alexis Allen Demers CA","male",0.857142857142857,1,6,"ask"
"Richard Rehlander US","male",0.8,1,4,"ask"
"Bradley S. Billman US","male",0.666666666666667,1,2,"ask"
"Oroitz ELGEZABAL GOMEZ ES","male",0.5,1,1,"ask"
"Yoshinori ISHIKAWA JP","male",0.5,1,1,"ask"
"Arthur Joseph REINING US","male",0.75,1,3,"ask"
"Joachim Gericke DE","male",0.5,1,1,"ask"
"Giovanni MARTINELLI IT","male",0.833333333333333,1,5,"ask"
"Michael J. LANGMACK US","male",0.833333333333333,1,5,"ask"
"Paul V. Miller US","male",0.75,1,3,"ask"
"Luckas RUETTIGER DE","male",0.8,1,4,"ask"
"Noelia MARTINEZ SANZ ES","female",0.75,3,1,"ask"
"Kyu Tae Na KR","male",0.666666666666667,1,2,"ask"
"Gholamreza Ehteshami US","male",0.666666666666667,1,2,"ask"
"Alberto Broniscer US","male",0.875,1,7,"ask"
"Yogeshwar BACHHAV IN","male",0.5,1,1,"ask"
"Caroline Staib DE","male",0.75,1,3,"ask"
"Lopa Bhatt US","female",0.555555555555556,5,4,"ask"
"Rajmohan Chandramohanan US","male",0.833333333333333,1,5,"ask"
"Tobias Kurt DE","male",0.5,1,1,"ask"
"Joachim Pohl DE","male",0.75,1,3,"ask"
"Karen Cooper US","female",0.75,3,1,"ask"
"Bum-Dong Sa KR","male",0.75,1,3,"ask"
"Robert E. Waltermire US","male",0.666666666666667,1,2,"ask"
"Deepti Jain IN","female",0.75,3,1,"ask"
"Catherine Delmas FR","female",0.8,4,1,"ask"
"Pierre CHIGROS FR","male",0.5,1,1,"ask"
"Richard J. Lopez US","female",0.8,4,1,"ask"
"Michael J. Stucky US","male",0.833333333333333,1,5,"ask"
"Satyan Kalkunte US","male",0.75,1,3,"ask"
"Ruggero Libralato GB","male",0.5,1,1,"ask"
"Timothy J. Boerschig US","male",0.5,2,2,"ask"
"Javier Palazuelos ES","male",0.75,1,3,"ask"
"Gema Ruano Plaza ES","male",0.5,1,1,"ask"
"Johannes KÖBBERLING DE","female",0.625,5,3,"ask"
"Georg Mauer DE","male",0.5,1,1,"ask"
"Jens Kolb DE","male",0.5,1,1,"ask"
"Marika Nick Alexakis US","male",0.666666666666667,1,2,"ask"
"Hidetoshi ITO JP","male",0.75,1,3,"ask"
"Jack A. Merchant US","male",0.875,1,7,"ask"
"Alesandr Leonidovich NOVIKOV BY","male",0.5,1,1,"ask"
"Akio KOBAYASHI JP","male",0.666666666666667,1,2,"ask"
"Po-Chen LAI TW","male",0.5,1,1,"ask"
"Paul Bryson US","male",0.75,1,3,"ask"
"Jonathan Harry Kerner US","male",0.5,1,1,"ask"
"Ryouhei Hayama JP","male",0.666666666666667,1,2,"ask"
"Patrick BRIOT FR","male",0.5,1,1,"ask"
"JEAN MAX YAO DIBI FR","male",0.5,1,1,"ask"
"Roxanne E. ABUL-HAJ US","male",0.5,1,1,"ask"
"Beatrix Merla DE","male",0.5,1,1,"ask"
"Benjamin J. Glasser US","male",0.5,1,1,"ask"
"Vincent Paradis CA","male",0.5,1,1,"ask"
"Garrett L. Anderson US","male",0.666666666666667,1,2,"ask"
"Manish Patel US","male",0.75,1,3,"ask"
"Daisuke JYOUMUTA JP","male",0.5,1,1,"ask"
"Nils Edouard Romain BORDONI FR","male",0.666666666666667,1,2,"ask"
"Natasha POPOVICH US","male",0.833333333333333,1,5,"ask"
"Hideyuki Kikuchi JP","male",0.833333333333333,1,5,"ask"
"Reza Ghaffarivardavagh US","male",0.5,1,1,"ask"
"Cheng-Yin Lee TW","female",0.8,4,1,"ask"
"Derek X. Williams US","female",0.666666666666667,2,1,"ask"
"Abdul Sami Siddiqui US","male",0.75,1,3,"ask"
"Cyril COOK CA","male",0.75,1,3,"ask"
"Barbara CAMISA IT","female",0.8,4,1,"ask"
"Markus EIGENMANN CH","male",0.5,1,1,"ask"
"Maria PIHLGREN BOSCH CH","male",0.5,1,1,"ask"
"Ryuji KOIKE JP","male",0.5,1,1,"ask"
"Hansik Yun KR","male",0.5,1,1,"ask"
"Stefaan Raes BE","male",0.75,1,3,"ask"
"Eida Elena MEJÍA OLVERA MX","male",0.5,1,1,"ask"
"Yong Yea PARK KR","male",0.875,1,7,"ask"
"Dan Youtt US","male",0.714285714285714,2,5,"ask"
"Stefan Spille DE","male",0.833333333333333,1,5,"ask"
"Paul Shirkey US","male",0.666666666666667,1,2,"ask"
"Hirohito HIRATA JP","male",0.875,1,7,"ask"
"Lewis T. Williams US","male",0.833333333333333,1,5,"ask"
"Henry V. Holmes US","female",0.666666666666667,2,1,"ask"
"Dirk HOFFMANN DE","male",0.666666666666667,1,2,"ask"
"Yohei Fujimoto US","male",0.5,1,1,"ask"
"Helen Gallagher IE","female",0.75,3,1,"ask"
"Duane D. MILLER US","male",0.75,1,3,"ask"
"Chizuru Hongo JP","female",0.75,3,1,"ask"
"Parag G. MEHTA US","male",0.666666666666667,1,2,"ask"
"Yasunori Nouji JP","male",0.5,1,1,"ask"
"Justin K. Murray US","male",0.5,1,1,"ask"
"Zhenyu Xuan CN","female",0.666666666666667,2,1,"ask"
"Christopher Laemmle DE","male",0.5,1,1,"ask"
"Davide Lauria IT","male",0.666666666666667,1,2,"ask"
"Toshihiko Koseki JP","male",0.5,1,1,"ask"
"Toshishige AI JP","male",0.5,1,1,"ask"
"Maeve C. Murphy US","female",0.8,4,1,"ask"
"Hildegard Lobinger US","male",0.5,1,1,"ask"
"Lauren MacEachern CA","male",0.5,1,1,"ask"
"Manabu MAEDA JP","male",0.8,1,4,"ask"
"Steven J. Kirincich US","male",0.5,1,1,"ask"
"Yuki Takekawa JP","female",0.75,3,1,"ask"
"Walter Blaschke DE","male",0.5,1,1,"ask"
"AMR LOTFY SABER HEFNY SA","male",0.5,1,1,"ask"
"Mathias Strecker DE","male",0.666666666666667,1,2,"ask"
"Riccardo GATTI IT","male",0.75,1,3,"ask"
"Enno Anthe DE","male",0.833333333333333,1,5,"ask"
"Song Chiou US","male",0.666666666666667,1,2,"ask"
"Jeffrey P. Cutler US","male",0.5,1,1,"ask"
"Masanobu Sugawara JP","male",0.5,1,1,"ask"
"Hans-Georg SCHWARZ DE","male",0.666666666666667,1,2,"ask"
"Lawrence L. Tavlarides US","male",0.8,1,4,"ask"
"Michael Rettig US","male",0.5,1,1,"ask"
"Fran¿ois Nique FR","male",0.666666666666667,1,2,"ask"
"Thomas Mikus US","male",0.875,1,7,"ask"
"W. James Huang US","male",0.75,1,3,"ask"
"Christoph Leitenmeier DE","male",0.666666666666667,1,2,"ask"
"Juan Contreras Lascorz ES","male",0.5,1,1,"ask"
"Takashi Chida JP","male",0.5,1,1,"ask"
"Michael T. Bowser US","male",0.5,1,1,"ask"
"Youhei Miwa JP","female",0.555555555555556,5,4,"ask"
"Joe HILL JP","male",0.833333333333333,1,5,"ask"
"Ferenc Fülöp HU","male",0.5,1,1,"ask"
"Richie Khanna US","male",0.5,1,1,"ask"
"Vito SCRIMA IT","male",0.75,1,3,"ask"
"Toru MITA JP","male",0.5,1,1,"ask"
"Micheal J. Rocchio US","male",0.5,1,1,"ask"
"Daniel Shearer CH","male",0.857142857142857,1,6,"ask"
"Tore Skjæret NO","male",0.5,1,1,"ask"
"Swapan Kumar Mandal IN","male",0.8,1,4,"ask"
"Michael Loren SMART US","male",0.75,1,3,"ask"
"Luis PARELLADA ARMELA ES","male",0.5,1,1,"ask"
"David J. Badzinski US","male",0.5,1,1,"ask"
"Nicholas Miller US","male",0.8,1,4,"ask"
"Stephanie Bredif FR","male",0.75,1,3,"ask"
"Matthew Edward Price GB","male",0.888888888888889,1,8,"ask"
"Yoshinori SUGI JP","male",0.5,1,1,"ask"
"Kenneth G. Kakabaker US","male",0.5,1,1,"ask"
"Atanu Saha IN","male",0.8,1,4,"ask"
"David P. Owen US","male",0.75,1,3,"ask"
"Gerald Eckstein DE","male",0.666666666666667,1,2,"ask"
"Mi-Jin Kim KR","female",0.8,4,1,"ask"
"Jonas Lindskog SE","male",0.5,1,1,"ask"
"Daniel John Allan SWAN GB","male",0.5,1,1,"ask"
"Inigo TIRAPU AT","male",0.5,1,1,"ask"
"Gongting WU US","male",0.666666666666667,1,2,"ask"
"Johannes Wickersheim DE","male",0.5,1,1,"ask"
"Paul Bourne AU","male",0.666666666666667,1,2,"ask"
"Paolo Giuseppe Gobbi Frattini IT","male",0.666666666666667,1,2,"ask"
"Michael Wegmann DE","male",0.5,1,1,"ask"
"Jamie Clare GB","male",0.666666666666667,1,2,"ask"
"Douglas Steinman US","male",0.75,1,3,"ask"
"Keisuke OHSUMI JP","male",0.666666666666667,1,2,"ask"
"Kenichi Shinomiya JP","male",0.5,1,1,"ask"
"Claude ESTOURNES FR","male",0.5,1,1,"ask"
"Graham Buckton GB","male",0.8,1,4,"ask"
"Joerg Heyse DE","male",0.666666666666667,1,2,"ask"
"Bin-Feng Li CN","male",0.75,1,3,"ask"
"Ivaylo Jivkov ELENKOV HR","male",0.666666666666667,1,2,"ask"
"Tania BANERJI US","male",0.5,1,1,"ask"
"MARCO PRUNOTTO CH","male",0.5,1,1,"ask"
"Arman HAJATI US","male",0.5,1,1,"ask"
"Adam Lalonde US","male",0.8,1,4,"ask"
"Juan Uziel MONTOYA MX","male",0.5,1,1,"ask"
"Kaoru Ohtsuka JP","male",0.666666666666667,1,2,"ask"
"Richard John O'Reilly US","male",0.857142857142857,1,6,"ask"
"Brandon Shull US","male",0.833333333333333,1,5,"ask"
"Sylvain DION CA","male",0.5,1,1,"ask"
"Michal Grinberg IL","male",0.833333333333333,1,5,"ask"
"Stéphane VEZAIN FR","male",0.5,4,4,"ask"
"Joshua Brown US","male",0.875,1,7,"ask"
"Warren S. Weiner US","male",0.75,1,3,"ask"
"Cécile Debarge-Caille FR","male",0.6,2,3,"ask"
"Hsin-Wen Huang TW","female",0.666666666666667,2,1,"ask"
"Inigo TIRAPU FERNANDEZ DE LA CUESTA AT","male",0.666666666666667,1,2,"ask"
"Jim Odeskog DE","male",0.666666666666667,1,2,"ask"
"Sergey Sergeevich Safonov RU","male",0.5,1,1,"ask"
"BAO WAN CN","male",0.9,1,9,"ask"
"Gary Noonan GB","male",0.833333333333333,1,5,"ask"
"Daniel C. ADELMAN US","male",0.5,1,1,"ask"
"Gerard M. Jensen US","male",0.666666666666667,1,2,"ask"
"Mvong-Suk Ko KR","female",0.666666666666667,2,1,"ask"
"Florian Cleyet BE","male",0.666666666666667,1,2,"ask"
"Frederick O Cope US","male",0.666666666666667,1,2,"ask"
"Chia Chun WANG TW","male",0.5,1,1,"ask"
"PO-LIANG CHEN TW","male",0.666666666666667,1,2,"ask"
"Kyle Thomas US","male",0.8,1,4,"ask"
"Pankaj Agarwal US","male",0.857142857142857,1,6,"ask"
"Naheed Mirza GB","female",0.8,4,1,"ask"
"Jennifer J. MOSELEY US","female",0.666666666666667,2,1,"ask"
"Barry Eastman Leonard US","male",0.75,1,3,"ask"
"Jeong Heon Kim KR","male",0.8,1,4,"ask"
"Olga M. Fryszman US","female",0.75,3,1,"ask"
"Marco HOLLM DE","male",0.875,1,7,"ask"
"Graham SEYMOUR GB","male",0.666666666666667,1,2,"ask"
"Gregg STETSKO US","male",0.5,1,1,"ask"
"Robert Benson Parrish US","male",0.75,1,3,"ask"
"JINGXU ZHU CA","male",0.5,1,1,"ask"
"Mikio Kitao JP","male",0.5,1,1,"ask"
"Frank Doffing DE","male",0.666666666666667,2,4,"ask"
"Christian Post DE","female",0.833333333333333,5,1,"ask"
"Xiaodong Liu US","male",0.666666666666667,1,2,"ask"
"Gernot Kaber US","male",0.5,1,1,"ask"
"Ville Pulkkinen FI","male",0.5,1,1,"ask"
"Antonio Fragale IT","male",0.916666666666667,1,11,"ask"
"Kwang-Hoon LEE KR","male",0.5,1,1,"ask"
"Alexander LADEWIG DE","male",0.5,1,1,"ask"
"Lon R. Hoegberg US","male",0.5,1,1,"ask"
"Aina Lisbeth Abramo SE","male",0.5,1,1,"ask"
"Christopher M. Quinn US","male",0.888888888888889,1,8,"ask"
"Yuan-Sung KUO TW","male",0.666666666666667,1,2,"ask"
"Andrew D. Devey US","male",0.666666666666667,1,2,"ask"
"Nasef A. Junaid US","male",0.5,1,1,"ask"
"Eric E. Klauser US","female",0.666666666666667,2,1,"ask"
"Bill NGUYEN US","male",0.666666666666667,1,2,"ask"
"Hwa-Mi LEE KR","female",0.8,4,1,"ask"
"Michael SCHWAAR DE","male",0.5,2,2,"ask"
"Hyun Choi KR","male",0.5,1,1,"ask"
"James M. Crane US","male",0.5,1,1,"ask"
"Karoline J. Briegel US","female",0.666666666666667,2,1,"ask"
"James Gifford US","male",0.833333333333333,1,5,"ask"
"John David Weickert US","male",0.857142857142857,1,6,"ask"
"Naoki Yokoyama JP","male",0.8,1,4,"ask"
"Niels Jurriaan Sijbrandi NL","male",0.5,1,1,"ask"
"David C. Radonovich US","male",0.75,1,3,"ask"
